	gene_type
9679	processed_pseudogene
9680	protein_coding
9681	processed_pseudogene
9682	lincRNA
9683	antisense
9684	lincRNA
9685	lincRNA
9686	protein_coding
9687	protein_coding
9688	miRNA
9689	antisense
9690	unprocessed_pseudogene
9691	processed_pseudogene
9692	protein_coding
9693	protein_coding
9694	processed_pseudogene
9695	protein_coding
9696	protein_coding
9697	lincRNA
9698	processed_pseudogene
9699	protein_coding
9700	lincRNA
9701	transcribed_unprocessed_pseudogene
9702	unprocessed_pseudogene
9703	protein_coding
9704	protein_coding
9705	lincRNA
9706	protein_coding
9707	protein_coding
9708	antisense
9709	lincRNA
9710	processed_pseudogene
9711	protein_coding
9712	processed_pseudogene
9713	protein_coding
9714	unprocessed_pseudogene
9715	protein_coding
9716	protein_coding
9717	protein_coding
9718	misc_RNA
9719	processed_pseudogene
9720	lincRNA
9721	protein_coding
9722	snRNA
9723	antisense
9724	antisense
9725	protein_coding
9726	protein_coding
9727	rRNA_pseudogene
9728	protein_coding
9729	lincRNA
9730	miRNA
9731	misc_RNA
9732	processed_pseudogene
9733	protein_coding
9734	processed_pseudogene
9735	processed_pseudogene
9736	unprocessed_pseudogene
9737	protein_coding
9738	processed_pseudogene
9739	lincRNA
9740	misc_RNA
9741	lincRNA
9742	snoRNA
9743	processed_pseudogene
9744	antisense
9745	protein_coding
9746	protein_coding
9747	antisense
9748	snoRNA
9749	protein_coding
9750	protein_coding
9751	protein_coding
9752	processed_pseudogene
9753	protein_coding
9754	protein_coding
9755	misc_RNA
9756	lincRNA
9757	protein_coding
9758	protein_coding
9759	antisense
9760	protein_coding
9761	antisense
9762	lincRNA
9763	antisense
9764	protein_coding
9765	lincRNA
9766	lincRNA
9767	processed_pseudogene
9768	processed_pseudogene
9769	protein_coding
9770	antisense
9771	miRNA
9772	protein_coding
9773	processed_pseudogene
9774	lincRNA
9775	antisense
9776	antisense
9777	lincRNA
9778	antisense
9779	protein_coding
9780	processed_pseudogene
9781	IG_V_gene
9782	protein_coding
9783	processed_pseudogene
9784	protein_coding
9785	lincRNA
9786	IG_V_pseudogene
9787	TEC
9788	lincRNA
9789	unprocessed_pseudogene
9790	lincRNA
9791	lincRNA
9792	processed_pseudogene
9793	protein_coding
9794	protein_coding
9795	protein_coding
9796	protein_coding
9797	protein_coding
9798	processed_pseudogene
9799	miRNA
9800	protein_coding
9801	miRNA
9802	lincRNA
9803	processed_pseudogene
9804	antisense
9805	snoRNA
9806	protein_coding
9807	antisense
9808	protein_coding
9809	processed_pseudogene
9810	antisense
9811	protein_coding
9812	unprocessed_pseudogene
9813	protein_coding
9814	protein_coding
9815	protein_coding
9816	protein_coding
9817	protein_coding
9818	protein_coding
9819	snRNA
9820	processed_pseudogene
9821	miRNA
9822	protein_coding
9823	sense_overlapping
9824	protein_coding
9825	processed_pseudogene
9826	processed_pseudogene
9827	snRNA
9828	lincRNA
9829	unprocessed_pseudogene
9830	antisense
9831	protein_coding
9832	protein_coding
9833	processed_pseudogene
9834	antisense
9835	protein_coding
9836	processed_pseudogene
9837	misc_RNA
9838	processed_pseudogene
9839	antisense
9840	lincRNA
9841	processed_pseudogene
9842	protein_coding
9843	protein_coding
9844	processed_pseudogene
9845	misc_RNA
9846	transcribed_processed_pseudogene
9847	misc_RNA
9848	protein_coding
9849	processed_pseudogene
9850	protein_coding
9851	protein_coding
9852	antisense
9853	snoRNA
9854	snoRNA
9855	processed_pseudogene
9856	processed_pseudogene
9857	protein_coding
9858	protein_coding
9859	miRNA
9860	lincRNA
9861	processed_pseudogene
9862	antisense
9863	processed_pseudogene
9864	processed_pseudogene
9865	lincRNA
9866	processed_pseudogene
9867	lincRNA
9868	antisense
9869	protein_coding
9870	protein_coding
9871	IG_V_pseudogene
9872	protein_coding
9873	misc_RNA
9874	protein_coding
9875	misc_RNA
9876	protein_coding
9877	lincRNA
9878	protein_coding
9879	protein_coding
9880	processed_pseudogene
9881	snRNA
9882	antisense
9883	lincRNA
9884	protein_coding
9885	lincRNA
9886	protein_coding
9887	lincRNA
9888	lincRNA
9889	processed_pseudogene
9890	misc_RNA
9891	unprocessed_pseudogene
9892	processed_pseudogene
9893	protein_coding
9894	unprocessed_pseudogene
9895	IG_V_gene
9896	protein_coding
9897	lincRNA
9898	protein_coding
9899	protein_coding
9900	protein_coding
9901	protein_coding
9902	processed_pseudogene
9903	TEC
9904	processed_pseudogene
9905	lincRNA
9906	lincRNA
9907	miRNA
9908	misc_RNA
9909	transcribed_processed_pseudogene
9910	processed_pseudogene
9911	protein_coding
9912	protein_coding
9913	scaRNA
9914	unprocessed_pseudogene
9915	protein_coding
9916	protein_coding
9917	processed_transcript
9918	misc_RNA
9919	lincRNA
9920	protein_coding
9921	protein_coding
9922	snRNA
9923	protein_coding
9924	miRNA
9925	protein_coding
9926	transcribed_unprocessed_pseudogene
9927	protein_coding
9928	processed_pseudogene
9929	processed_pseudogene
9930	lincRNA
9931	antisense
9932	processed_pseudogene
9933	transcribed_unprocessed_pseudogene
9934	processed_pseudogene
9935	protein_coding
9936	protein_coding
9937	protein_coding
9938	processed_pseudogene
9939	protein_coding
9940	protein_coding
9941	snoRNA
9942	protein_coding
9943	protein_coding
9944	protein_coding
9945	protein_coding
9946	processed_pseudogene
9947	protein_coding
9948	lincRNA
9949	unitary_pseudogene
9950	antisense
9951	processed_pseudogene
9952	protein_coding
9953	misc_RNA
9954	protein_coding
9955	misc_RNA
9956	protein_coding
9957	protein_coding
9958	antisense
9959	protein_coding
9960	unprocessed_pseudogene
9961	antisense
9962	antisense
9963	protein_coding
9964	processed_pseudogene
9965	lincRNA
9966	protein_coding
9967	protein_coding
9968	unprocessed_pseudogene
9969	protein_coding
9970	processed_transcript
9971	protein_coding
9972	protein_coding
9973	antisense
9974	processed_pseudogene
9975	protein_coding
9976	processed_pseudogene
9977	processed_pseudogene
9978	protein_coding
9979	lincRNA
9980	lincRNA
9981	protein_coding
9982	protein_coding
9983	protein_coding
9984	processed_pseudogene
9985	transcribed_processed_pseudogene
9986	lincRNA
9987	lincRNA
9988	antisense
9989	snoRNA
9990	protein_coding
9991	protein_coding
9992	protein_coding
9993	miRNA
9994	unprocessed_pseudogene
9995	protein_coding
9996	transcribed_processed_pseudogene
9997	processed_pseudogene
9998	lincRNA
9999	protein_coding
10000	antisense
10001	protein_coding
10002	processed_pseudogene
10003	lincRNA
10004	lincRNA
10005	snRNA
10006	protein_coding
10007	snoRNA
10008	protein_coding
10009	protein_coding
10010	processed_pseudogene
10011	processed_pseudogene
10012	lincRNA
10013	lincRNA
10014	protein_coding
10015	protein_coding
10016	lincRNA
10017	protein_coding
10018	TEC
10019	protein_coding
10020	protein_coding
10021	processed_pseudogene
10022	protein_coding
10023	processed_pseudogene
10024	antisense
10025	protein_coding
10026	protein_coding
10027	antisense
10028	lincRNA
10029	miRNA
10030	antisense
10031	lincRNA
10032	antisense
10033	protein_coding
10034	unprocessed_pseudogene
10035	protein_coding
10036	processed_pseudogene
10037	protein_coding
10038	antisense
10039	unprocessed_pseudogene
10040	rRNA_pseudogene
10041	protein_coding
10042	processed_pseudogene
10043	lincRNA
10044	transcribed_processed_pseudogene
10045	antisense
10046	protein_coding
10047	protein_coding
10048	lincRNA
10049	protein_coding
10050	antisense
10051	protein_coding
10052	protein_coding
10053	lincRNA
10054	transcribed_unitary_pseudogene
10055	protein_coding
10056	processed_pseudogene
10057	processed_pseudogene
10058	lincRNA
10059	antisense
10060	protein_coding
10061	protein_coding
10062	sense_overlapping
10063	protein_coding
10064	lincRNA
10065	protein_coding
10066	protein_coding
10067	transcribed_processed_pseudogene
10068	processed_pseudogene
10069	protein_coding
10070	lincRNA
10071	protein_coding
10072	protein_coding
10073	protein_coding
10074	miRNA
10075	sense_intronic
10076	protein_coding
10077	protein_coding
10078	antisense
10079	lincRNA
10080	TEC
10081	processed_pseudogene
10082	processed_pseudogene
10083	protein_coding
10084	protein_coding
10085	processed_pseudogene
10086	protein_coding
10087	antisense
10088	processed_pseudogene
10089	lincRNA
10090	processed_pseudogene
10091	processed_pseudogene
10092	protein_coding
10093	protein_coding
10094	protein_coding
10095	processed_pseudogene
10096	antisense
10097	protein_coding
10098	lincRNA
10099	antisense
10100	lincRNA
10101	rRNA
10102	antisense
10103	misc_RNA
10104	lincRNA
10105	antisense
10106	antisense
10107	snoRNA
10108	protein_coding
10109	processed_pseudogene
10110	miRNA
10111	protein_coding
10112	snRNA
10113	antisense
10114	snoRNA
10115	processed_pseudogene
10116	unprocessed_pseudogene
10117	antisense
10118	transcribed_unprocessed_pseudogene
10119	protein_coding
10120	antisense
10121	protein_coding
10122	protein_coding
10123	protein_coding
10124	lincRNA
10125	antisense
10126	lincRNA
10127	lincRNA
10128	unprocessed_pseudogene
10129	processed_pseudogene
10130	miRNA
10131	transcribed_unprocessed_pseudogene
10132	protein_coding
10133	lincRNA
10134	protein_coding
10135	protein_coding
10136	unprocessed_pseudogene
10137	transcribed_unprocessed_pseudogene
10138	protein_coding
10139	processed_pseudogene
10140	protein_coding
10141	processed_pseudogene
10142	snRNA
10143	snRNA
10144	sense_overlapping
10145	processed_pseudogene
10146	transcribed_unitary_pseudogene
10147	protein_coding
10148	antisense
10149	lincRNA
10150	lincRNA
10151	processed_pseudogene
10152	processed_pseudogene
10153	protein_coding
10154	lincRNA
10155	processed_pseudogene
10156	lincRNA
10157	sense_intronic
10158	misc_RNA
10159	protein_coding
10160	lincRNA
10161	lincRNA
10162	snoRNA
10163	protein_coding
10164	lincRNA
10165	lincRNA
10166	transcribed_unprocessed_pseudogene
10167	processed_transcript
10168	miRNA
10169	protein_coding
10170	protein_coding
10171	protein_coding
10172	processed_pseudogene
10173	processed_pseudogene
10174	lincRNA
10175	processed_pseudogene
10176	protein_coding
10177	processed_pseudogene
10178	lincRNA
10179	protein_coding
10180	protein_coding
10181	unprocessed_pseudogene
10182	TEC
10183	protein_coding
10184	protein_coding
10185	processed_pseudogene
10186	protein_coding
10187	processed_pseudogene
10188	protein_coding
10189	misc_RNA
10190	antisense
10191	processed_pseudogene
10192	processed_pseudogene
10193	antisense
10194	misc_RNA
10195	processed_pseudogene
10196	protein_coding
10197	misc_RNA
10198	protein_coding
10199	protein_coding
10200	lincRNA
10201	protein_coding
10202	lincRNA
10203	lincRNA
10204	protein_coding
10205	lincRNA
10206	protein_coding
10207	protein_coding
10208	lincRNA
10209	unprocessed_pseudogene
10210	misc_RNA
10211	protein_coding
10212	protein_coding
10213	protein_coding
10214	protein_coding
10215	protein_coding
10216	miRNA
10217	snRNA
10218	protein_coding
10219	processed_pseudogene
10220	lincRNA
10221	protein_coding
10222	protein_coding
10223	protein_coding
10224	processed_pseudogene
10225	snRNA
10226	IG_V_pseudogene
10227	protein_coding
10228	processed_pseudogene
10229	protein_coding
10230	processed_pseudogene
10231	sense_intronic
10232	lincRNA
10233	processed_pseudogene
10234	processed_pseudogene
10235	protein_coding
10236	antisense
10237	sense_overlapping
10238	miRNA
10239	processed_pseudogene
10240	misc_RNA
10241	processed_pseudogene
10242	unprocessed_pseudogene
10243	snRNA
10244	processed_pseudogene
10245	lincRNA
10246	protein_coding
10247	lincRNA
10248	processed_pseudogene
10249	processed_pseudogene
10250	misc_RNA
10251	lincRNA
10252	misc_RNA
10253	processed_pseudogene
10254	processed_pseudogene
10255	antisense
10256	processed_pseudogene
10257	processed_pseudogene
10258	unprocessed_pseudogene
10259	protein_coding
10260	processed_pseudogene
10261	processed_pseudogene
10262	protein_coding
10263	snRNA
10264	lincRNA
10265	protein_coding
10266	lincRNA
10267	protein_coding
10268	processed_pseudogene
10269	processed_pseudogene
10270	misc_RNA
10271	protein_coding
10272	processed_pseudogene
10273	miRNA
10274	sense_intronic
10275	lincRNA
10276	lincRNA
10277	protein_coding
10278	protein_coding
10279	lincRNA
10280	IG_V_pseudogene
10281	processed_pseudogene
10282	protein_coding
10283	protein_coding
10284	lincRNA
10285	protein_coding
10286	processed_pseudogene
10287	unprocessed_pseudogene
10288	rRNA
10289	processed_pseudogene
10290	lincRNA
10291	snRNA
10292	snRNA
10293	protein_coding
10294	processed_pseudogene
10295	sense_intronic
10296	protein_coding
10297	protein_coding
10298	snRNA
10299	lincRNA
10300	protein_coding
10301	lincRNA
10302	misc_RNA
10303	protein_coding
10304	protein_coding
10305	protein_coding
10306	snRNA
10307	sense_intronic
10308	processed_pseudogene
10309	transcribed_unprocessed_pseudogene
10310	antisense
10311	processed_pseudogene
10312	protein_coding
10313	protein_coding
10314	lincRNA
10315	lincRNA
10316	lincRNA
10317	protein_coding
10318	misc_RNA
10319	protein_coding
10320	protein_coding
10321	protein_coding
10322	processed_pseudogene
10323	protein_coding
10324	protein_coding
10325	processed_pseudogene
10326	processed_pseudogene
10327	protein_coding
10328	snoRNA
10329	protein_coding
10330	sense_overlapping
10331	protein_coding
10332	protein_coding
10333	snRNA
10334	protein_coding
10335	sense_intronic
10336	processed_pseudogene
10337	antisense
10338	protein_coding
10339	protein_coding
10340	transcribed_unprocessed_pseudogene
10341	processed_pseudogene
10342	processed_pseudogene
10343	lincRNA
10344	unprocessed_pseudogene
10345	unprocessed_pseudogene
10346	processed_pseudogene
10347	protein_coding
10348	processed_pseudogene
10349	protein_coding
10350	processed_pseudogene
10351	protein_coding
10352	antisense
10353	lincRNA
10354	unprocessed_pseudogene
10355	protein_coding
10356	unprocessed_pseudogene
10357	miRNA
10358	antisense
10359	misc_RNA
10360	protein_coding
10361	protein_coding
10362	sense_intronic
10363	antisense
10364	protein_coding
10365	lincRNA
10366	snRNA
10367	protein_coding
10368	transcribed_unprocessed_pseudogene
10369	misc_RNA
10370	protein_coding
10371	processed_pseudogene
10372	protein_coding
10373	miRNA
10374	snRNA
10375	antisense
10376	processed_pseudogene
10377	processed_pseudogene
10378	protein_coding
10379	protein_coding
10380	processed_pseudogene
10381	protein_coding
10382	antisense
10383	protein_coding
10384	protein_coding
10385	processed_pseudogene
10386	miRNA
10387	processed_pseudogene
10388	misc_RNA
10389	lincRNA
10390	lincRNA
10391	antisense
10392	processed_pseudogene
10393	protein_coding
10394	processed_pseudogene
10395	protein_coding
10396	protein_coding
10397	protein_coding
10398	misc_RNA
10399	protein_coding
10400	processed_pseudogene
10401	protein_coding
10402	protein_coding
10403	protein_coding
10404	protein_coding
10405	protein_coding
10406	misc_RNA
10407	processed_pseudogene
10408	lincRNA
10409	polymorphic_pseudogene
10410	protein_coding
10411	processed_pseudogene
10412	snRNA
10413	misc_RNA
10414	processed_pseudogene
10415	unprocessed_pseudogene
10416	protein_coding
10417	lincRNA
10418	antisense
10419	antisense
10420	lincRNA
10421	processed_pseudogene
10422	miRNA
10423	lincRNA
10424	miRNA
10425	processed_pseudogene
10426	processed_pseudogene
10427	lincRNA
10428	processed_pseudogene
10429	protein_coding
10430	processed_pseudogene
10431	protein_coding
10432	processed_pseudogene
10433	antisense
10434	processed_pseudogene
10435	protein_coding
10436	snRNA
10437	protein_coding
10438	protein_coding
10439	processed_pseudogene
10440	processed_pseudogene
10441	protein_coding
10442	protein_coding
10443	unprocessed_pseudogene
10444	snoRNA
10445	protein_coding
10446	protein_coding
10447	processed_pseudogene
10448	processed_pseudogene
10449	processed_pseudogene
10450	snRNA
10451	processed_pseudogene
10452	processed_pseudogene
10453	processed_pseudogene
10454	lincRNA
10455	lincRNA
10456	unprocessed_pseudogene
10457	processed_pseudogene
10458	protein_coding
10459	processed_pseudogene
10460	processed_pseudogene
10461	processed_pseudogene
10462	protein_coding
10463	processed_pseudogene
10464	processed_pseudogene
10465	lincRNA
10466	lincRNA
10467	processed_pseudogene
10468	processed_pseudogene
10469	protein_coding
10470	protein_coding
10471	processed_transcript
10472	lincRNA
10473	protein_coding
10474	protein_coding
10475	protein_coding
10476	lincRNA
10477	protein_coding
10478	misc_RNA
10479	processed_pseudogene
10480	IG_V_gene
10481	protein_coding
10482	snRNA
10483	antisense
10484	processed_pseudogene
10485	lincRNA
10486	unprocessed_pseudogene
10487	protein_coding
10488	processed_pseudogene
10489	misc_RNA
10490	snoRNA
10491	IG_V_pseudogene
10492	protein_coding
10493	protein_coding
10494	misc_RNA
10495	processed_pseudogene
10496	lincRNA
10497	protein_coding
10498	lincRNA
10499	antisense
10500	antisense
10501	lincRNA
10502	protein_coding
10503	protein_coding
10504	lincRNA
10505	protein_coding
10506	protein_coding
10507	protein_coding
10508	protein_coding
10509	processed_pseudogene
10510	protein_coding
10511	sense_intronic
10512	antisense
10513	TEC
10514	protein_coding
10515	unprocessed_pseudogene
10516	antisense
10517	protein_coding
10518	IG_V_gene
10519	processed_pseudogene
10520	lincRNA
10521	snoRNA
10522	lincRNA
10523	lincRNA
10524	lincRNA
10525	processed_pseudogene
10526	protein_coding
10527	protein_coding
10528	antisense
10529	processed_pseudogene
10530	antisense
10531	lincRNA
10532	processed_pseudogene
10533	protein_coding
10534	antisense
10535	processed_pseudogene
10536	lincRNA
10537	misc_RNA
10538	processed_pseudogene
10539	protein_coding
10540	protein_coding
10541	lincRNA
10542	unprocessed_pseudogene
10543	transcribed_unprocessed_pseudogene
10544	unprocessed_pseudogene
10545	processed_pseudogene
10546	protein_coding
10547	protein_coding
10548	processed_pseudogene
10549	miRNA
10550	lincRNA
10551	protein_coding
10552	protein_coding
10553	lincRNA
10554	protein_coding
10555	rRNA_pseudogene
10556	protein_coding
10557	protein_coding
10558	lincRNA
10559	lincRNA
10560	processed_pseudogene
10561	protein_coding
10562	protein_coding
10563	misc_RNA
10564	transcribed_unprocessed_pseudogene
10565	processed_pseudogene
10566	snoRNA
10567	snRNA
10568	protein_coding
10569	snRNA
10570	lincRNA
10571	protein_coding
10572	snRNA
10573	protein_coding
10574	protein_coding
10575	antisense
10576	miRNA
10577	snRNA
10578	sense_intronic
10579	protein_coding
10580	lincRNA
10581	snoRNA
10582	protein_coding
10583	antisense
10584	processed_pseudogene
10585	protein_coding
10586	lincRNA
10587	antisense
10588	protein_coding
10589	protein_coding
10590	unprocessed_pseudogene
10591	miRNA
10592	processed_transcript
10593	protein_coding
10594	protein_coding
10595	protein_coding
10596	protein_coding
10597	snRNA
10598	protein_coding
10599	lincRNA
10600	snoRNA
10601	antisense
10602	protein_coding
10603	protein_coding
10604	protein_coding
10605	lincRNA
10606	lincRNA
10607	processed_pseudogene
10608	lincRNA
10609	miRNA
10610	protein_coding
10611	antisense
10612	protein_coding
10613	processed_pseudogene
10614	protein_coding
10615	transcribed_processed_pseudogene
10616	protein_coding
10617	protein_coding
10618	protein_coding
10619	miRNA
10620	lincRNA
10621	protein_coding
10622	antisense
10623	processed_pseudogene
10624	protein_coding
10625	sense_intronic
10626	protein_coding
10627	lincRNA
10628	protein_coding
10629	processed_pseudogene
10630	processed_pseudogene
10631	protein_coding
10632	processed_pseudogene
10633	lincRNA
10634	lincRNA
10635	TEC
10636	antisense
10637	unitary_pseudogene
10638	snRNA
10639	processed_pseudogene
10640	protein_coding
10641	protein_coding
10642	protein_coding
10643	miRNA
10644	polymorphic_pseudogene
10645	processed_pseudogene
10646	protein_coding
10647	rRNA_pseudogene
10648	lincRNA
10649	protein_coding
10650	TEC
10651	antisense
10652	lincRNA
10653	unprocessed_pseudogene
10654	protein_coding
10655	TEC
10656	protein_coding
10657	protein_coding
10658	antisense
10659	antisense
10660	protein_coding
10661	processed_pseudogene
10662	lincRNA
10663	protein_coding
10664	lincRNA
10665	lincRNA
10666	antisense
10667	lincRNA
10668	lincRNA
10669	protein_coding
10670	protein_coding
10671	protein_coding
10672	processed_pseudogene
10673	processed_transcript
10674	protein_coding
10675	antisense
10676	processed_pseudogene
10677	lincRNA
10678	snRNA
10679	antisense
10680	protein_coding
10681	protein_coding
10682	unprocessed_pseudogene
10683	miRNA
10684	misc_RNA
10685	lincRNA
10686	misc_RNA
10687	lincRNA
10688	processed_pseudogene
10689	protein_coding
10690	protein_coding
10691	processed_pseudogene
10692	transcribed_processed_pseudogene
10693	protein_coding
10694	processed_pseudogene
10695	protein_coding
10696	processed_pseudogene
10697	processed_pseudogene
10698	lincRNA
10699	processed_pseudogene
10700	lincRNA
10701	sense_intronic
10702	protein_coding
10703	lincRNA
10704	pseudogene
10705	protein_coding
10706	protein_coding
10707	unprocessed_pseudogene
10708	protein_coding
10709	antisense
10710	unprocessed_pseudogene
10711	protein_coding
10712	snRNA
10713	processed_pseudogene
10714	processed_pseudogene
10715	antisense
10716	protein_coding
10717	protein_coding
10718	protein_coding
10719	protein_coding
10720	snRNA
10721	processed_pseudogene
10722	lincRNA
10723	processed_pseudogene
10724	antisense
10725	protein_coding
10726	antisense
10727	processed_pseudogene
10728	pseudogene
10729	snRNA
10730	antisense
10731	lincRNA
10732	antisense
10733	miRNA
10734	protein_coding
10735	sense_intronic
10736	processed_pseudogene
10737	protein_coding
10738	lincRNA
10739	IG_V_pseudogene
10740	protein_coding
10741	protein_coding
10742	transcribed_processed_pseudogene
10743	protein_coding
10744	antisense
10745	protein_coding
10746	protein_coding
10747	protein_coding
10748	antisense
10749	protein_coding
10750	miRNA
10751	processed_pseudogene
10752	protein_coding
10753	processed_pseudogene
10754	snoRNA
10755	processed_pseudogene
10756	protein_coding
10757	protein_coding
10758	processed_pseudogene
10759	unprocessed_pseudogene
10760	misc_RNA
10761	antisense
10762	processed_pseudogene
10763	sense_intronic
10764	snRNA
10765	protein_coding
10766	processed_pseudogene
10767	antisense
10768	processed_transcript
10769	processed_pseudogene
10770	TEC
10771	lincRNA
10772	protein_coding
10773	lincRNA
10774	lincRNA
10775	antisense
10776	protein_coding
10777	lincRNA
10778	transcribed_unprocessed_pseudogene
10779	miRNA
10780	misc_RNA
10781	lincRNA
10782	processed_pseudogene
10783	protein_coding
10784	antisense
10785	antisense
10786	processed_pseudogene
10787	miRNA
10788	lincRNA
10789	processed_pseudogene
10790	unprocessed_pseudogene
10791	processed_pseudogene
10792	unprocessed_pseudogene
10793	protein_coding
10794	miRNA
10795	snRNA
10796	protein_coding
10797	lincRNA
10798	processed_pseudogene
10799	misc_RNA
10800	processed_pseudogene
10801	snRNA
10802	protein_coding
10803	antisense
10804	lincRNA
10805	unprocessed_pseudogene
10806	protein_coding
10807	protein_coding
10808	protein_coding
10809	transcribed_unprocessed_pseudogene
10810	protein_coding
10811	antisense
10812	protein_coding
10813	protein_coding
10814	lincRNA
10815	processed_pseudogene
10816	processed_pseudogene
10817	processed_pseudogene
10818	antisense
10819	processed_pseudogene
10820	protein_coding
10821	lincRNA
10822	lincRNA
10823	protein_coding
10824	lincRNA
10825	processed_pseudogene
10826	processed_pseudogene
10827	snRNA
10828	protein_coding
10829	unprocessed_pseudogene
10830	antisense
10831	protein_coding
10832	unprocessed_pseudogene
10833	processed_pseudogene
10834	antisense
10835	protein_coding
10836	unprocessed_pseudogene
10837	protein_coding
10838	processed_pseudogene
10839	protein_coding
10840	snRNA
10841	protein_coding
10842	transcribed_unitary_pseudogene
10843	protein_coding
10844	rRNA
10845	processed_pseudogene
10846	protein_coding
10847	processed_pseudogene
10848	protein_coding
10849	protein_coding
10850	lincRNA
10851	unitary_pseudogene
10852	lincRNA
10853	protein_coding
10854	protein_coding
10855	lincRNA
10856	lincRNA
10857	protein_coding
10858	lincRNA
10859	protein_coding
10860	miRNA
10861	protein_coding
10862	processed_pseudogene
10863	lincRNA
10864	protein_coding
10865	protein_coding
10866	protein_coding
10867	misc_RNA
10868	transcribed_unitary_pseudogene
10869	processed_pseudogene
10870	protein_coding
10871	lincRNA
10872	protein_coding
10873	protein_coding
10874	protein_coding
10875	processed_pseudogene
10876	miRNA
10877	lincRNA
10878	processed_pseudogene
10879	lincRNA
10880	protein_coding
10881	lincRNA
10882	processed_pseudogene
10883	processed_pseudogene
10884	3prime_overlapping_ncRNA
10885	rRNA_pseudogene
10886	snRNA
10887	processed_pseudogene
10888	misc_RNA
10889	protein_coding
10890	bidirectional_promoter_lncRNA
10891	lincRNA
10892	transcribed_unprocessed_pseudogene
10893	processed_pseudogene
10894	protein_coding
10895	protein_coding
10896	unprocessed_pseudogene
10897	protein_coding
10898	protein_coding
10899	protein_coding
10900	snRNA
10901	protein_coding
10902	miRNA
10903	protein_coding
10904	sense_intronic
10905	lincRNA
10906	lincRNA
10907	snRNA
10908	protein_coding
10909	protein_coding
10910	processed_pseudogene
10911	processed_transcript
10912	antisense
10913	protein_coding
10914	protein_coding
10915	protein_coding
10916	lincRNA
10917	processed_pseudogene
10918	processed_pseudogene
10919	processed_pseudogene
10920	protein_coding
10921	processed_pseudogene
10922	processed_pseudogene
10923	sense_intronic
10924	snRNA
10925	processed_pseudogene
10926	protein_coding
10927	protein_coding
10928	protein_coding
10929	antisense
10930	protein_coding
10931	unprocessed_pseudogene
10932	sense_intronic
10933	lincRNA
10934	processed_pseudogene
10935	lincRNA
10936	processed_pseudogene
10937	sense_intronic
10938	processed_pseudogene
10939	lincRNA
10940	antisense
10941	protein_coding
10942	protein_coding
10943	antisense
10944	protein_coding
10945	snRNA
10946	misc_RNA
10947	protein_coding
10948	protein_coding
10949	protein_coding
10950	rRNA_pseudogene
10951	protein_coding
10952	protein_coding
10953	processed_pseudogene
10954	snoRNA
10955	protein_coding
10956	TEC
10957	processed_pseudogene
10958	antisense
10959	protein_coding
10960	protein_coding
10961	lincRNA
10962	snRNA
10963	antisense
10964	lincRNA
10965	protein_coding
10966	misc_RNA
10967	processed_pseudogene
10968	lincRNA
10969	protein_coding
10970	protein_coding
10971	antisense
10972	processed_pseudogene
10973	processed_pseudogene
10974	processed_pseudogene
10975	processed_pseudogene
10976	lincRNA
10977	processed_pseudogene
10978	antisense
10979	misc_RNA
10980	lincRNA
10981	protein_coding
10982	lincRNA
10983	sense_intronic
10984	processed_pseudogene
10985	protein_coding
10986	lincRNA
10987	processed_pseudogene
10988	lincRNA
10989	protein_coding
10990	misc_RNA
10991	processed_pseudogene
10992	snRNA
10993	unprocessed_pseudogene
10994	miRNA
10995	protein_coding
10996	lincRNA
10997	lincRNA
10998	lincRNA
10999	antisense
11000	protein_coding
11001	miRNA
11002	processed_pseudogene
11003	processed_pseudogene
11004	bidirectional_promoter_lncRNA
11005	lincRNA
11006	processed_pseudogene
11007	processed_pseudogene
11008	protein_coding
11009	processed_pseudogene
11010	snRNA
11011	snRNA
11012	antisense
11013	protein_coding
11014	protein_coding
11015	protein_coding
11016	protein_coding
11017	protein_coding
11018	processed_pseudogene
11019	snRNA
11020	protein_coding
11021	processed_transcript
11022	sense_overlapping
11023	protein_coding
11024	processed_pseudogene
11025	protein_coding
11026	lincRNA
11027	protein_coding
11028	protein_coding
11029	processed_pseudogene
11030	lincRNA
11031	miRNA
11032	lincRNA
11033	lincRNA
11034	lincRNA
11035	unprocessed_pseudogene
11036	protein_coding
11037	protein_coding
11038	protein_coding
11039	processed_pseudogene
11040	antisense
11041	processed_pseudogene
11042	lincRNA
11043	antisense
11044	unprocessed_pseudogene
11045	protein_coding
11046	antisense
11047	snRNA
11048	snRNA
11049	protein_coding
11050	antisense
11051	protein_coding
11052	protein_coding
11053	misc_RNA
11054	protein_coding
11055	unprocessed_pseudogene
11056	processed_pseudogene
11057	protein_coding
11058	snRNA
11059	protein_coding
11060	lincRNA
11061	processed_pseudogene
11062	protein_coding
11063	miRNA
11064	processed_pseudogene
11065	lincRNA
11066	processed_pseudogene
11067	processed_pseudogene
11068	antisense
11069	protein_coding
11070	processed_pseudogene
11071	lincRNA
11072	snoRNA
11073	snRNA
11074	lincRNA
11075	miRNA
11076	protein_coding
11077	processed_pseudogene
11078	protein_coding
11079	lincRNA
11080	protein_coding
11081	protein_coding
11082	processed_pseudogene
11083	processed_pseudogene
11084	lincRNA
11085	protein_coding
11086	TEC
11087	misc_RNA
11088	protein_coding
11089	protein_coding
11090	antisense
11091	lincRNA
11092	lincRNA
11093	antisense
11094	protein_coding
