	gene_type
11095	lincRNA
11096	antisense
11097	lincRNA
11098	snRNA
11099	processed_pseudogene
11100	protein_coding
11101	miRNA
11102	protein_coding
11103	snRNA
11104	antisense
11105	processed_pseudogene
11106	processed_pseudogene
11107	lincRNA
11108	protein_coding
11109	lincRNA
11110	protein_coding
11111	protein_coding
11112	misc_RNA
11113	unprocessed_pseudogene
11114	lincRNA
11115	protein_coding
11116	transcribed_processed_pseudogene
11117	miRNA
11118	misc_RNA
11119	antisense
11120	processed_pseudogene
11121	misc_RNA
11122	rRNA_pseudogene
11123	processed_pseudogene
11124	misc_RNA
11125	antisense
11126	protein_coding
11127	misc_RNA
11128	protein_coding
11129	lincRNA
11130	unprocessed_pseudogene
11131	processed_pseudogene
11132	processed_pseudogene
11133	protein_coding
11134	lincRNA
11135	protein_coding
11136	protein_coding
11137	protein_coding
11138	sense_intronic
11139	antisense
11140	processed_pseudogene
11141	protein_coding
11142	antisense
11143	processed_pseudogene
11144	processed_pseudogene
11145	protein_coding
11146	processed_pseudogene
11147	protein_coding
11148	sense_intronic
11149	processed_pseudogene
11150	processed_pseudogene
11151	protein_coding
11152	lincRNA
11153	processed_pseudogene
11154	processed_pseudogene
11155	protein_coding
11156	protein_coding
11157	lincRNA
11158	antisense
11159	processed_pseudogene
11160	processed_pseudogene
11161	processed_pseudogene
11162	snRNA
11163	misc_RNA
11164	processed_pseudogene
11165	rRNA_pseudogene
11166	snRNA
11167	sense_intronic
11168	protein_coding
11169	snRNA
11170	processed_pseudogene
11171	antisense
11172	processed_pseudogene
11173	protein_coding
11174	lincRNA
11175	processed_pseudogene
11176	lincRNA
11177	protein_coding
11178	lincRNA
11179	lincRNA
11180	protein_coding
11181	antisense
11182	processed_pseudogene
11183	protein_coding
11184	protein_coding
11185	lincRNA
11186	protein_coding
11187	protein_coding
11188	protein_coding
11189	protein_coding
11190	lincRNA
11191	processed_pseudogene
11192	processed_pseudogene
11193	rRNA_pseudogene
11194	lincRNA
11195	protein_coding
11196	processed_pseudogene
11197	protein_coding
11198	protein_coding
11199	protein_coding
11200	snRNA
11201	lincRNA
11202	processed_pseudogene
11203	protein_coding
11204	rRNA_pseudogene
11205	lincRNA
11206	lincRNA
11207	misc_RNA
11208	transcribed_unprocessed_pseudogene
11209	protein_coding
11210	protein_coding
11211	processed_pseudogene
11212	processed_pseudogene
11213	protein_coding
11214	lincRNA
11215	snRNA
11216	protein_coding
11217	scaRNA
11218	processed_transcript
11219	processed_pseudogene
11220	lincRNA
11221	TEC
11222	processed_pseudogene
11223	antisense
11224	processed_pseudogene
11225	protein_coding
11226	protein_coding
11227	lincRNA
11228	misc_RNA
11229	protein_coding
11230	protein_coding
11231	lincRNA
11232	protein_coding
11233	protein_coding
11234	antisense
11235	protein_coding
11236	protein_coding
11237	protein_coding
11238	processed_pseudogene
11239	misc_RNA
11240	snRNA
11241	processed_transcript
11242	processed_pseudogene
11243	processed_pseudogene
11244	unprocessed_pseudogene
11245	protein_coding
11246	protein_coding
11247	snRNA
11248	sense_overlapping
11249	protein_coding
11250	protein_coding
11251	protein_coding
11252	protein_coding
11253	antisense
11254	protein_coding
11255	processed_pseudogene
11256	lincRNA
11257	rRNA_pseudogene
11258	protein_coding
11259	sense_intronic
11260	processed_pseudogene
11261	protein_coding
11262	lincRNA
11263	protein_coding
11264	TEC
11265	snoRNA
11266	misc_RNA
11267	protein_coding
11268	protein_coding
11269	protein_coding
11270	protein_coding
11271	snRNA
11272	antisense
11273	protein_coding
11274	protein_coding
11275	protein_coding
11276	protein_coding
11277	processed_pseudogene
11278	antisense
11279	protein_coding
11280	protein_coding
11281	protein_coding
11282	processed_pseudogene
11283	miRNA
11284	antisense
11285	protein_coding
11286	protein_coding
11287	protein_coding
11288	antisense
11289	processed_pseudogene
11290	protein_coding
11291	processed_pseudogene
11292	protein_coding
11293	lincRNA
11294	protein_coding
11295	processed_pseudogene
11296	misc_RNA
11297	lincRNA
11298	protein_coding
11299	processed_pseudogene
11300	processed_pseudogene
11301	protein_coding
11302	protein_coding
11303	protein_coding
11304	processed_pseudogene
11305	protein_coding
11306	protein_coding
11307	antisense
11308	lincRNA
11309	protein_coding
11310	snoRNA
11311	lincRNA
11312	antisense
11313	processed_pseudogene
11314	lincRNA
11315	protein_coding
11316	processed_pseudogene
11317	misc_RNA
11318	lincRNA
11319	misc_RNA
11320	unprocessed_pseudogene
11321	unitary_pseudogene
11322	protein_coding
11323	protein_coding
11324	lincRNA
11325	protein_coding
11326	protein_coding
11327	processed_pseudogene
11328	protein_coding
11329	protein_coding
11330	protein_coding
11331	protein_coding
11332	snRNA
11333	lincRNA
11334	antisense
11335	protein_coding
11336	lincRNA
11337	antisense
11338	protein_coding
11339	protein_coding
11340	protein_coding
11341	lincRNA
11342	processed_pseudogene
11343	lincRNA
11344	protein_coding
11345	misc_RNA
11346	protein_coding
11347	lincRNA
11348	snoRNA
11349	antisense
11350	protein_coding
11351	processed_pseudogene
11352	snRNA
11353	antisense
11354	rRNA_pseudogene
11355	antisense
11356	lincRNA
11357	protein_coding
11358	lincRNA
11359	protein_coding
11360	protein_coding
11361	protein_coding
11362	transcribed_unprocessed_pseudogene
11363	processed_pseudogene
11364	miRNA
11365	protein_coding
11366	transcribed_processed_pseudogene
11367	snRNA
11368	processed_pseudogene
11369	protein_coding
11370	3prime_overlapping_ncRNA
11371	antisense
11372	protein_coding
11373	miRNA
11374	processed_pseudogene
11375	protein_coding
11376	processed_pseudogene
11377	protein_coding
11378	misc_RNA
11379	protein_coding
11380	lincRNA
11381	lincRNA
11382	antisense
11383	rRNA_pseudogene
11384	protein_coding
11385	protein_coding
11386	misc_RNA
11387	transcribed_processed_pseudogene
11388	protein_coding
11389	protein_coding
11390	antisense
11391	protein_coding
11392	processed_pseudogene
11393	protein_coding
11394	TEC
11395	misc_RNA
11396	processed_pseudogene
11397	processed_pseudogene
11398	processed_pseudogene
11399	protein_coding
11400	antisense
11401	unprocessed_pseudogene
11402	protein_coding
11403	protein_coding
11404	lincRNA
11405	miRNA
11406	snoRNA
11407	unprocessed_pseudogene
11408	antisense
11409	antisense
11410	processed_pseudogene
11411	processed_pseudogene
11412	processed_pseudogene
11413	antisense
11414	antisense
11415	protein_coding
11416	snRNA
11417	lincRNA
11418	lincRNA
11419	lincRNA
11420	protein_coding
11421	processed_pseudogene
11422	miRNA
11423	misc_RNA
11424	lincRNA
11425	miRNA
11426	protein_coding
11427	lincRNA
11428	miRNA
11429	unprocessed_pseudogene
11430	processed_pseudogene
11431	processed_pseudogene
11432	protein_coding
11433	antisense
11434	antisense
11435	miRNA
11436	processed_pseudogene
11437	lincRNA
11438	protein_coding
11439	lincRNA
11440	processed_pseudogene
11441	lincRNA
11442	protein_coding
11443	miRNA
11444	snoRNA
11445	lincRNA
11446	lincRNA
11447	protein_coding
11448	protein_coding
11449	snRNA
11450	protein_coding
11451	lincRNA
11452	protein_coding
11453	processed_pseudogene
11454	lincRNA
11455	lincRNA
11456	processed_pseudogene
11457	lincRNA
11458	misc_RNA
11459	antisense
11460	snoRNA
11461	antisense
11462	antisense
11463	unprocessed_pseudogene
11464	protein_coding
11465	unprocessed_pseudogene
11466	snoRNA
11467	processed_transcript
11468	protein_coding
11469	snRNA
11470	miRNA
11471	protein_coding
11472	unprocessed_pseudogene
11473	lincRNA
11474	processed_pseudogene
11475	lincRNA
11476	lincRNA
11477	antisense
11478	antisense
11479	processed_pseudogene
11480	protein_coding
11481	processed_transcript
11482	transcribed_processed_pseudogene
11483	protein_coding
11484	processed_pseudogene
11485	protein_coding
11486	protein_coding
11487	scaRNA
11488	lincRNA
11489	misc_RNA
11490	protein_coding
11491	antisense
11492	protein_coding
11493	protein_coding
11494	protein_coding
11495	protein_coding
11496	miRNA
11497	processed_pseudogene
11498	protein_coding
11499	protein_coding
11500	protein_coding
11501	miRNA
11502	protein_coding
11503	processed_pseudogene
11504	snoRNA
11505	lincRNA
11506	processed_pseudogene
11507	lincRNA
11508	protein_coding
11509	processed_pseudogene
11510	protein_coding
11511	processed_pseudogene
11512	processed_pseudogene
11513	snRNA
11514	antisense
11515	snRNA
11516	unprocessed_pseudogene
11517	processed_pseudogene
11518	unprocessed_pseudogene
11519	antisense
11520	antisense
11521	miRNA
11522	protein_coding
11523	lincRNA
11524	antisense
11525	processed_pseudogene
11526	protein_coding
11527	processed_pseudogene
11528	snRNA
11529	unprocessed_pseudogene
11530	lincRNA
11531	protein_coding
11532	processed_pseudogene
11533	unprocessed_pseudogene
11534	misc_RNA
11535	lincRNA
11536	protein_coding
11537	lincRNA
11538	transcribed_unprocessed_pseudogene
11539	protein_coding
11540	miRNA
11541	protein_coding
11542	protein_coding
11543	protein_coding
11544	processed_pseudogene
11545	protein_coding
11546	TEC
11547	protein_coding
11548	processed_pseudogene
11549	misc_RNA
11550	protein_coding
11551	lincRNA
11552	processed_pseudogene
11553	protein_coding
11554	processed_pseudogene
11555	processed_pseudogene
11556	lincRNA
11557	protein_coding
11558	protein_coding
11559	snoRNA
11560	snoRNA
11561	lincRNA
11562	protein_coding
11563	protein_coding
11564	transcribed_unitary_pseudogene
11565	processed_transcript
11566	protein_coding
11567	lincRNA
11568	misc_RNA
11569	lincRNA
11570	processed_pseudogene
11571	misc_RNA
11572	antisense
11573	sense_overlapping
11574	protein_coding
11575	protein_coding
11576	misc_RNA
11577	misc_RNA
11578	antisense
11579	processed_pseudogene
11580	protein_coding
11581	protein_coding
11582	protein_coding
11583	protein_coding
11584	lincRNA
11585	processed_transcript
11586	miRNA
11587	processed_pseudogene
11588	protein_coding
11589	unitary_pseudogene
11590	processed_pseudogene
11591	miRNA
11592	processed_pseudogene
11593	antisense
11594	processed_pseudogene
11595	processed_pseudogene
11596	protein_coding
11597	protein_coding
11598	processed_pseudogene
11599	protein_coding
11600	processed_pseudogene
11601	lincRNA
11602	protein_coding
11603	processed_pseudogene
11604	protein_coding
11605	protein_coding
11606	processed_pseudogene
11607	lincRNA
11608	protein_coding
11609	protein_coding
11610	processed_pseudogene
11611	sense_intronic
11612	antisense
11613	protein_coding
11614	lincRNA
11615	processed_pseudogene
11616	miRNA
11617	lincRNA
11618	protein_coding
11619	processed_transcript
11620	protein_coding
11621	unprocessed_pseudogene
11622	protein_coding
11623	lincRNA
11624	protein_coding
11625	processed_pseudogene
11626	protein_coding
11627	lincRNA
11628	antisense
11629	protein_coding
11630	protein_coding
11631	antisense
11632	antisense
11633	unprocessed_pseudogene
11634	lincRNA
11635	processed_pseudogene
11636	protein_coding
11637	unprocessed_pseudogene
11638	protein_coding
11639	processed_pseudogene
11640	miRNA
11641	protein_coding
11642	protein_coding
11643	lincRNA
11644	miRNA
11645	processed_pseudogene
11646	lincRNA
11647	protein_coding
11648	unprocessed_pseudogene
11649	protein_coding
11650	misc_RNA
11651	protein_coding
11652	protein_coding
11653	protein_coding
11654	processed_pseudogene
11655	antisense
11656	processed_pseudogene
11657	processed_pseudogene
11658	lincRNA
11659	lincRNA
11660	unprocessed_pseudogene
11661	processed_pseudogene
11662	sense_intronic
11663	antisense
11664	misc_RNA
11665	lincRNA
11666	lincRNA
11667	protein_coding
11668	misc_RNA
11669	antisense
11670	protein_coding
11671	miRNA
11672	protein_coding
11673	protein_coding
11674	unprocessed_pseudogene
11675	lincRNA
11676	lincRNA
11677	protein_coding
11678	misc_RNA
11679	antisense
11680	processed_pseudogene
11681	protein_coding
11682	protein_coding
11683	lincRNA
11684	protein_coding
11685	protein_coding
11686	processed_pseudogene
11687	processed_pseudogene
11688	processed_pseudogene
11689	lincRNA
11690	processed_pseudogene
11691	protein_coding
11692	antisense
11693	lincRNA
11694	lincRNA
11695	snRNA
11696	processed_pseudogene
11697	protein_coding
11698	sense_overlapping
11699	antisense
11700	processed_transcript
11701	misc_RNA
11702	lincRNA
11703	transcribed_unprocessed_pseudogene
11704	protein_coding
11705	protein_coding
11706	protein_coding
11707	antisense
11708	antisense
11709	processed_transcript
11710	protein_coding
11711	protein_coding
11712	protein_coding
11713	processed_pseudogene
11714	protein_coding
11715	unitary_pseudogene
11716	protein_coding
11717	protein_coding
11718	protein_coding
11719	antisense
11720	lincRNA
11721	protein_coding
11722	processed_pseudogene
11723	protein_coding
11724	sense_intronic
11725	processed_pseudogene
11726	lincRNA
11727	protein_coding
11728	processed_pseudogene
11729	protein_coding
11730	protein_coding
11731	protein_coding
11732	antisense
11733	miRNA
11734	snRNA
11735	transcribed_processed_pseudogene
11736	snRNA
11737	protein_coding
11738	antisense
11739	protein_coding
11740	processed_pseudogene
11741	antisense
11742	lincRNA
11743	protein_coding
11744	misc_RNA
11745	miRNA
11746	protein_coding
11747	lincRNA
11748	protein_coding
11749	protein_coding
11750	processed_pseudogene
11751	antisense
11752	protein_coding
11753	processed_pseudogene
11754	protein_coding
11755	misc_RNA
11756	protein_coding
11757	lincRNA
11758	processed_pseudogene
11759	transcribed_processed_pseudogene
11760	lincRNA
11761	protein_coding
11762	transcribed_unitary_pseudogene
11763	TEC
11764	antisense
11765	protein_coding
11766	antisense
11767	lincRNA
11768	snRNA
11769	processed_pseudogene
11770	protein_coding
11771	protein_coding
11772	processed_pseudogene
11773	protein_coding
11774	lincRNA
11775	lincRNA
11776	processed_pseudogene
11777	miRNA
11778	snoRNA
11779	protein_coding
11780	protein_coding
11781	protein_coding
11782	protein_coding
11783	protein_coding
11784	protein_coding
11785	protein_coding
11786	misc_RNA
11787	protein_coding
11788	antisense
11789	processed_pseudogene
11790	miRNA
11791	snRNA
11792	protein_coding
11793	unprocessed_pseudogene
11794	TEC
11795	protein_coding
11796	antisense
11797	sense_intronic
11798	protein_coding
11799	antisense
11800	misc_RNA
11801	unprocessed_pseudogene
11802	unprocessed_pseudogene
11803	snoRNA
11804	miRNA
11805	protein_coding
11806	protein_coding
11807	processed_pseudogene
11808	protein_coding
11809	processed_pseudogene
11810	protein_coding
11811	snoRNA
11812	processed_pseudogene
11813	miRNA
11814	miRNA
11815	protein_coding
11816	processed_pseudogene
11817	protein_coding
11818	protein_coding
11819	miRNA
11820	protein_coding
11821	protein_coding
11822	protein_coding
11823	misc_RNA
11824	protein_coding
11825	lincRNA
11826	processed_pseudogene
11827	protein_coding
11828	protein_coding
11829	processed_pseudogene
11830	lincRNA
11831	protein_coding
11832	protein_coding
11833	processed_pseudogene
11834	protein_coding
11835	processed_transcript
11836	antisense
11837	protein_coding
11838	miRNA
11839	processed_pseudogene
11840	antisense
11841	transcribed_unprocessed_pseudogene
11842	lincRNA
11843	protein_coding
11844	lincRNA
11845	protein_coding
11846	processed_pseudogene
11847	rRNA_pseudogene
11848	antisense
11849	protein_coding
11850	processed_pseudogene
11851	protein_coding
11852	processed_pseudogene
11853	processed_pseudogene
11854	antisense
11855	processed_pseudogene
11856	processed_pseudogene
11857	processed_pseudogene
11858	processed_pseudogene
11859	protein_coding
11860	unprocessed_pseudogene
11861	protein_coding
11862	processed_pseudogene
11863	miRNA
11864	protein_coding
11865	antisense
11866	lincRNA
11867	antisense
11868	antisense
11869	protein_coding
11870	unprocessed_pseudogene
11871	sense_intronic
11872	antisense
11873	protein_coding
11874	protein_coding
11875	protein_coding
11876	snRNA
11877	protein_coding
11878	antisense
11879	misc_RNA
11880	transcribed_unprocessed_pseudogene
11881	miRNA
11882	antisense
11883	antisense
11884	protein_coding
11885	protein_coding
11886	protein_coding
11887	processed_pseudogene
11888	protein_coding
11889	lincRNA
11890	snRNA
11891	snoRNA
11892	processed_pseudogene
11893	snRNA
11894	processed_pseudogene
11895	protein_coding
11896	processed_pseudogene
11897	protein_coding
11898	protein_coding
11899	protein_coding
11900	protein_coding
11901	protein_coding
11902	snoRNA
11903	protein_coding
11904	protein_coding
11905	protein_coding
11906	processed_pseudogene
11907	protein_coding
11908	misc_RNA
11909	processed_pseudogene
11910	TEC
11911	protein_coding
11912	lincRNA
